timestamp,user_id,action
2024-08-13 09:16:04.675320,30,purchase
2024-08-23 02:21:04.675320,6,purchase
2024-08-11 16:15:04.675320,2,view
2024-08-26 19:07:04.675320,87,purchase
2024-08-30 18:30:04.675320,27,logout
2024-08-24 01:03:04.675320,94,view
2024-08-23 14:32:04.675320,6,logout
2024-08-29 02:22:04.675320,17,logout
2024-08-27 17:36:04.675320,27,purchase
2024-08-19 08:42:04.675320,45,logout
2024-08-17 15:09:04.675320,27,view
2024-09-06 22:45:04.675320,79,purchase
2024-08-23 11:46:04.675320,89,login
2024-08-15 23:56:04.675320,9,purchase
2024-08-22 15:15:04.675320,20,login
2024-08-28 03:12:04.675320,94,view
2024-08-20 12:33:04.675320,60,login
2024-08-17 19:07:04.675320,76,view
2024-08-12 06:35:04.675320,47,view
2024-09-05 21:31:04.675320,22,view
2024-08-21 07:50:04.675320,67,login
2024-08-19 03:39:04.675320,62,logout
2024-09-04 14:34:04.675320,58,view
2024-08-14 01:47:04.675320,27,purchase
2024-08-15 17:31:04.675320,54,purchase
2024-08-11 22:13:04.675320,69,logout
2024-08-15 16:54:04.675320,23,purchase
2024-08-25 12:17:04.675320,83,login
2024-08-19 17:02:04.675320,39,view
2024-09-03 00:20:04.675320,66,purchase
2024-09-04 01:32:04.675320,5,logout
2024-08-19 01:00:04.675320,20,logout
2024-08-15 06:47:04.675320,92,purchase
2024-09-07 18:20:04.675320,8,purchase
2024-08-19 06:40:04.675320,94,logout
2024-08-13 05:30:04.675320,99,logout
2024-08-25 15:02:04.675320,89,view
2024-09-06 01:48:04.675320,58,view
2024-08-28 19:49:04.675320,77,login
2024-09-06 19:51:04.675320,70,view
2024-09-03 13:45:04.675320,45,logout
2024-08-26 20:07:04.675320,14,login
2024-08-20 11:16:04.675320,39,purchase
2024-08-22 06:34:04.675320,80,purchase
2024-09-02 02:17:04.675320,1,purchase
2024-08-09 21:08:04.675320,52,logout
2024-08-23 16:23:04.675320,69,login
2024-08-16 07:10:04.675320,46,view
2024-08-16 22:52:04.675320,23,purchase
2024-08-26 09:52:04.675320,31,purchase
2024-08-18 19:19:04.675320,33,logout
2024-08-10 21:13:04.675320,96,view
2024-08-18 02:58:04.675320,46,login
2024-08-18 09:37:04.675320,4,login
2024-09-03 08:38:04.675320,61,view
2024-08-13 17:36:04.675320,36,login
2024-08-24 22:01:04.675320,20,login
2024-08-15 12:58:04.675320,99,logout
2024-08-31 01:09:04.675320,18,view
2024-09-08 00:42:04.675320,4,purchase
2024-08-19 02:29:04.675320,61,view
2024-08-25 15:55:04.675320,73,logout
2024-09-03 22:48:04.675320,66,login
2024-09-04 19:14:04.675320,16,view
2024-08-25 09:25:04.675320,9,purchase
2024-08-31 06:40:04.675320,53,purchase
2024-08-19 15:36:04.675320,23,view
2024-08-25 09:21:04.675320,11,login
2024-09-03 20:45:04.675320,45,logout
2024-08-18 08:15:04.675320,13,purchase
2024-08-27 16:50:04.675320,4,view
2024-09-01 04:10:04.675320,23,purchase
2024-08-18 12:07:04.675320,13,login
2024-08-19 04:23:04.675320,26,logout
2024-08-12 21:17:04.675320,54,login
2024-09-01 18:15:04.675320,91,login
2024-08-25 09:49:04.675320,41,login
2024-09-06 20:10:04.675320,42,login
2024-09-04 15:17:04.675320,1,purchase
2024-09-02 16:35:04.675320,56,login
2024-08-28 00:47:04.675320,60,login
2024-08-18 15:27:04.675320,53,logout
2024-08-26 17:08:04.675320,28,view
2024-09-01 11:53:04.675320,41,logout
2024-08-20 05:30:04.675320,86,view
2024-08-14 23:01:04.675320,22,purchase
2024-09-05 02:58:04.675320,71,purchase
2024-08-22 05:03:04.675320,77,view
2024-08-18 16:15:04.675320,8,login
2024-08-11 08:26:04.675320,4,view
2024-08-11 22:07:04.675320,75,logout
2024-08-13 18:49:04.675320,28,logout
2024-08-24 07:27:04.675320,58,logout
2024-08-25 13:07:04.675320,89,login
2024-08-14 18:12:04.675320,50,logout
2024-09-06 12:55:04.675320,47,purchase
2024-08-20 01:15:04.675320,74,view
2024-09-06 14:34:04.675320,37,view
2024-08-12 13:40:04.675320,9,purchase
2024-08-27 18:58:04.675320,10,login
2024-08-11 15:48:04.675320,100,login
2024-08-11 05:52:04.675320,2,view
2024-08-27 09:56:04.675320,39,login
2024-09-04 09:22:04.675320,21,view
2024-09-07 17:27:04.675320,46,login
2024-08-22 19:43:04.675320,90,view
2024-08-12 16:36:04.675320,45,logout
2024-08-27 19:08:04.675320,90,purchase
2024-09-01 17:57:04.675320,70,logout
2024-09-07 16:23:04.675320,65,logout
2024-08-21 05:55:04.675320,59,purchase
2024-08-10 12:48:04.675320,71,logout
2024-08-18 12:44:04.675320,71,view
2024-08-18 20:42:04.675320,18,view
2024-09-02 20:24:04.675320,12,view
2024-08-16 05:03:04.675320,18,view
2024-08-20 00:43:04.675320,38,login
2024-09-04 20:50:04.675320,95,view
2024-09-04 17:49:04.675320,58,logout
2024-08-09 12:44:04.675320,74,login
2024-08-15 06:12:04.675320,13,logout
2024-09-02 03:43:04.675320,18,login
2024-09-04 14:55:04.675320,37,login
2024-08-20 23:50:04.675320,33,logout
2024-09-05 06:08:04.675320,4,purchase
2024-08-20 06:07:04.675320,77,view
2024-08-28 17:01:04.675320,38,purchase
2024-08-20 17:26:04.675320,72,logout
2024-08-19 16:50:04.675320,62,logout
2024-08-19 05:42:04.675320,6,login
2024-08-29 02:40:04.675320,18,view
2024-09-07 23:25:04.675320,19,logout
2024-08-16 21:07:04.675320,19,purchase
2024-08-20 03:16:04.675320,82,view
2024-08-29 03:54:04.675320,34,logout
2024-08-12 17:58:04.675320,11,logout
2024-09-02 13:05:04.675320,50,purchase
2024-08-10 09:55:04.675320,10,purchase
2024-08-17 22:34:04.675320,27,purchase
2024-08-13 06:21:04.675320,5,purchase
2024-08-23 05:00:04.675320,90,logout
2024-08-11 03:10:04.675320,72,logout
2024-08-22 09:22:04.675320,98,login
2024-08-30 13:27:04.675320,18,view
2024-08-25 13:38:04.675320,18,view
2024-08-18 21:03:04.675320,73,view
2024-08-13 14:51:04.675320,59,purchase
2024-09-01 18:25:04.675320,88,logout
2024-08-29 02:26:04.675320,56,logout
2024-08-20 07:32:04.675320,35,purchase
2024-09-01 09:26:04.675320,92,purchase
2024-08-31 14:07:04.675320,69,logout
2024-08-15 10:17:04.675320,3,logout
2024-08-23 09:30:04.675320,26,view
2024-09-01 19:44:04.675320,71,view
2024-08-12 06:18:04.675320,11,logout
2024-08-21 09:57:04.675320,20,logout
2024-08-29 22:19:04.675320,46,logout
2024-08-22 15:56:04.675320,80,purchase
2024-09-04 21:24:04.675320,85,purchase
2024-08-20 06:34:04.675320,54,login
2024-08-16 16:42:04.675320,80,purchase
2024-08-21 03:26:04.675320,55,login
2024-08-10 16:16:04.675320,36,logout
2024-08-26 04:26:04.675320,48,logout
2024-08-11 21:41:04.675320,72,view
2024-09-07 03:45:04.675320,61,purchase
2024-08-24 19:05:04.675320,37,purchase
2024-08-19 18:27:04.675320,29,logout
2024-08-16 03:22:04.675320,45,view
2024-08-20 17:18:04.675320,47,view
2024-09-01 23:10:04.675320,10,logout
2024-08-12 19:16:04.675320,88,view
2024-08-16 20:57:04.675320,36,logout
2024-09-08 00:09:04.675320,93,logout
2024-08-12 19:43:04.675320,19,view
2024-08-13 11:52:04.675320,79,purchase
2024-08-12 13:58:04.675320,21,logout
2024-08-15 00:44:04.675320,37,purchase
2024-08-09 19:49:04.675320,73,login
2024-08-30 03:17:04.675320,14,logout
2024-09-01 01:19:04.675320,22,view
2024-08-27 19:48:04.675320,60,view
2024-09-05 07:36:04.675320,62,logout
2024-08-27 05:43:04.675320,97,login
2024-08-18 17:03:04.675320,33,purchase
2024-08-11 13:54:04.675320,31,login
2024-08-20 16:47:04.675320,74,login
2024-08-13 08:59:04.675320,92,logout
2024-09-02 22:35:04.675320,62,purchase
2024-09-07 17:36:04.675320,29,logout
2024-08-23 15:38:04.675320,57,logout
2024-08-19 17:14:04.675320,24,view
2024-09-03 04:09:04.675320,93,purchase
2024-08-24 16:37:04.675320,57,logout
2024-08-24 03:48:04.675320,67,view
2024-08-21 19:36:04.675320,21,view
2024-09-06 18:01:04.675320,87,logout
2024-08-19 09:31:04.675320,97,logout
2024-08-23 18:44:04.675320,8,login
2024-08-10 23:37:04.675320,57,purchase
2024-08-24 21:32:04.675320,22,purchase
2024-08-26 21:39:04.675320,85,view
2024-09-04 04:35:04.675320,20,purchase
2024-08-18 08:28:04.675320,90,logout
2024-08-28 05:24:04.675320,48,logout
2024-08-28 20:06:04.675320,38,purchase
2024-08-17 06:20:04.675320,89,login
2024-09-01 06:06:04.675320,84,purchase
2024-08-28 20:45:04.675320,56,view
2024-09-01 15:10:04.675320,43,view
2024-09-03 23:53:04.675320,14,purchase
2024-09-07 05:55:04.675320,45,logout
2024-08-24 21:06:04.675320,92,logout
2024-09-01 06:16:04.675320,87,logout
2024-08-18 07:12:04.675320,92,login
2024-08-24 21:56:04.675320,4,logout
2024-08-21 13:48:04.675320,58,login
2024-08-22 08:25:04.675320,34,purchase
2024-08-30 20:55:04.675320,30,logout
2024-08-19 03:14:04.675320,86,purchase
2024-08-20 19:28:04.675320,67,logout
2024-08-23 02:11:04.675320,39,view
2024-08-20 13:38:04.675320,25,view
2024-08-26 10:00:04.675320,82,view
2024-09-03 17:11:04.675320,78,purchase
2024-08-26 05:49:04.675320,74,login
2024-08-31 15:34:04.675320,26,purchase
2024-08-09 22:15:04.675320,38,logout
2024-08-13 13:05:04.675320,15,purchase
2024-08-26 16:37:04.675320,30,view
2024-08-14 13:19:04.675320,8,login
2024-08-13 21:47:04.675320,59,logout
2024-09-04 15:34:04.675320,28,purchase
2024-09-07 11:54:04.675320,29,logout
2024-08-27 04:42:04.675320,87,login
2024-08-15 13:19:04.675320,69,logout
2024-08-28 11:16:04.675320,68,purchase
2024-09-05 03:14:04.675320,25,logout
2024-09-06 18:15:04.675320,27,view
2024-08-10 17:30:04.675320,10,login
2024-08-12 10:55:04.675320,60,view
2024-08-27 01:02:04.675320,56,login
2024-08-31 11:13:04.675320,72,purchase
2024-09-04 14:23:04.675320,85,logout
2024-08-16 05:15:04.675320,12,logout
2024-08-19 17:43:04.675320,71,login
2024-09-01 11:15:04.675320,93,login
2024-08-25 20:33:04.675320,3,view
2024-08-17 13:41:04.675320,40,purchase
2024-08-23 18:05:04.675320,58,login
2024-08-15 19:15:04.675320,28,login
2024-09-06 03:07:04.675320,32,logout
2024-08-31 22:17:04.675320,36,logout
2024-08-25 11:13:04.675320,13,purchase
2024-09-01 09:50:04.675320,65,logout
2024-08-17 16:47:04.675320,24,purchase
2024-08-20 23:32:04.675320,6,purchase
2024-09-05 16:20:04.675320,56,logout
2024-09-04 21:00:04.675320,65,login
2024-08-28 11:59:04.675320,36,purchase
2024-08-31 21:48:04.675320,11,logout
2024-09-04 14:42:04.675320,30,login
2024-09-07 08:43:04.675320,64,purchase
2024-09-05 12:30:04.675320,82,purchase
2024-09-04 01:07:04.675320,49,purchase
2024-09-01 08:49:04.675320,83,logout
2024-08-19 00:27:04.675320,60,login
2024-08-14 11:36:04.675320,48,view
2024-08-28 13:22:04.675320,62,purchase
2024-08-16 21:14:04.675320,11,login
2024-08-09 17:14:04.675320,20,view
2024-08-29 17:20:04.675320,78,view
2024-08-23 23:21:04.675320,58,view
2024-08-28 15:56:04.675320,68,logout
2024-08-12 23:05:04.675320,37,view
2024-08-20 21:16:04.675320,4,login
2024-08-11 21:53:04.675320,36,login
2024-08-29 01:22:04.675320,72,view
2024-08-21 20:46:04.675320,75,view
2024-08-15 22:59:04.675320,85,view
2024-08-25 09:29:04.675320,93,logout
2024-08-09 20:36:04.675320,73,view
2024-08-28 06:54:04.675320,9,logout
2024-08-26 14:00:04.675320,82,logout
2024-08-17 06:05:04.675320,82,purchase
2024-08-17 01:32:04.675320,70,purchase
2024-08-15 11:03:04.675320,96,view
2024-08-31 07:33:04.675320,94,logout
2024-08-22 01:06:04.675320,60,view
2024-08-19 09:27:04.675320,81,view
2024-08-27 10:41:04.675320,58,logout
2024-08-30 06:27:04.675320,87,logout
2024-08-23 12:58:04.675320,100,login
2024-08-17 10:09:04.675320,51,login
2024-08-21 05:44:04.675320,100,view
2024-08-15 00:48:04.675320,81,view
2024-08-21 20:04:04.675320,28,logout
2024-08-10 11:57:04.675320,97,logout
2024-09-07 00:45:04.675320,48,purchase
2024-09-03 13:34:04.675320,67,login
2024-09-07 19:27:04.675320,12,purchase
2024-08-09 19:58:04.675320,83,logout
2024-08-30 07:51:04.675320,89,login
2024-08-19 20:47:04.675320,25,view
2024-08-26 14:55:04.675320,1,login
2024-08-26 03:34:04.675320,61,login
2024-08-19 03:12:04.675320,73,login
2024-08-13 07:11:04.675320,88,view
2024-08-17 12:58:04.675320,2,logout
2024-08-14 17:17:04.675320,94,purchase
2024-08-25 16:56:04.675320,48,login
2024-09-07 16:14:04.675320,51,login
2024-09-04 20:16:04.675320,82,purchase
2024-08-20 12:57:04.675320,84,view
2024-08-30 05:23:04.675320,90,login
2024-09-05 20:09:04.675320,70,login
2024-09-03 14:44:04.675320,86,logout
2024-08-22 11:10:04.675320,35,purchase
2024-08-15 02:07:04.675320,98,view
2024-08-09 22:03:04.675320,39,purchase
2024-09-02 19:23:04.675320,92,purchase
2024-08-10 20:08:04.675320,50,login
2024-08-27 22:22:04.675320,5,view
2024-08-24 12:21:04.675320,84,purchase
2024-08-14 13:49:04.675320,52,logout
2024-08-26 09:04:04.675320,34,logout
2024-08-28 22:51:04.675320,86,view
2024-08-25 19:20:04.675320,5,logout
2024-08-27 22:36:04.675320,52,login
2024-08-16 19:12:04.675320,90,view
2024-08-31 12:50:04.675320,72,purchase
2024-08-09 22:28:04.675320,57,login
2024-08-22 15:36:04.675320,37,login
2024-08-24 09:30:04.675320,52,purchase
2024-09-03 15:56:04.675320,96,login
2024-08-11 01:34:04.675320,62,purchase
2024-08-16 23:22:04.675320,62,logout
2024-08-12 15:25:04.675320,67,logout
2024-08-30 21:17:04.675320,58,login
2024-08-11 01:20:04.675320,26,logout
2024-08-22 16:56:04.675320,13,view
2024-08-30 15:12:04.675320,62,purchase
2024-09-05 17:01:04.675320,6,logout
2024-09-03 17:11:04.675320,36,purchase
2024-08-09 19:06:04.675320,95,logout
2024-08-12 16:43:04.675320,53,logout
2024-08-23 05:12:04.675320,10,logout
2024-08-25 15:55:04.675320,50,view
2024-09-05 22:15:04.675320,82,purchase
2024-08-26 08:37:04.675320,57,logout
2024-08-15 07:04:04.675320,30,login
2024-08-24 12:11:04.675320,76,logout
2024-09-01 12:27:04.675320,62,login
2024-09-04 17:47:04.675320,35,login
2024-08-20 15:51:04.675320,44,login
2024-09-02 07:50:04.675320,34,logout
2024-08-21 00:49:04.675320,29,view
2024-09-03 23:16:04.675320,23,logout
2024-08-10 03:59:04.675320,90,purchase
2024-08-18 20:02:04.675320,92,view
2024-08-09 05:58:04.675320,18,purchase
2024-09-03 17:42:04.675320,34,login
2024-08-11 23:23:04.675320,98,login
2024-08-22 10:30:04.675320,90,view
2024-09-02 14:50:04.675320,85,logout
2024-08-27 13:39:04.675320,8,login
2024-08-24 07:53:04.675320,65,purchase
2024-09-03 08:24:04.675320,13,login
2024-08-14 18:25:04.675320,72,login
2024-08-18 14:32:04.675320,45,view
2024-08-13 04:58:04.675320,88,logout
2024-08-22 15:15:04.675320,39,view
2024-08-14 08:11:04.675320,3,login
2024-09-03 16:01:04.675320,60,logout
2024-08-19 10:00:04.675320,74,purchase
2024-08-23 23:42:04.675320,31,view
2024-08-26 18:09:04.675320,63,login
2024-08-20 18:51:04.675320,51,view
2024-08-30 18:50:04.675320,27,purchase
2024-08-12 22:01:04.675320,13,view
2024-08-25 11:12:04.675320,19,view
2024-09-04 06:39:04.675320,30,logout
2024-08-30 20:19:04.675320,59,purchase
2024-08-18 17:44:04.675320,39,login
2024-08-25 18:11:04.675320,71,logout
2024-08-12 01:37:04.675320,67,login
2024-08-09 17:11:04.675320,50,purchase
2024-08-27 20:47:04.675320,78,logout
2024-09-04 01:24:04.675320,52,login
2024-08-21 22:50:04.675320,81,purchase
2024-08-17 04:00:04.675320,32,purchase
2024-08-18 18:04:04.675320,9,logout
2024-09-06 18:52:04.675320,32,logout
2024-09-02 02:54:04.675320,26,view
2024-09-01 09:09:04.675320,19,login
2024-08-22 01:19:04.675320,84,login
2024-08-20 04:50:04.675320,93,view
2024-08-14 14:43:04.675320,66,logout
2024-09-05 07:09:04.675320,58,logout
2024-08-26 03:39:04.675320,91,logout
2024-08-27 22:06:04.675320,31,login
2024-08-26 16:26:04.675320,22,purchase
2024-09-04 16:06:04.675320,76,logout
2024-08-10 19:19:04.675320,36,logout
2024-08-17 11:24:04.675320,99,logout
2024-09-03 08:02:04.675320,55,purchase
2024-09-01 17:54:04.675320,65,purchase
2024-08-31 04:21:04.675320,64,purchase
2024-08-19 02:56:04.675320,89,view
2024-08-21 23:22:04.675320,47,login
2024-09-08 01:16:04.675320,97,login
2024-08-25 21:23:04.675320,41,purchase
2024-08-18 17:19:04.675320,59,purchase
2024-08-15 23:49:04.675320,69,view
2024-08-14 21:27:04.675320,30,logout
2024-08-14 10:23:04.675320,52,login
2024-09-01 10:34:04.675320,55,logout
2024-08-28 10:57:04.675320,57,logout
2024-08-22 08:26:04.675320,83,logout
2024-08-28 04:57:04.675320,53,login
2024-08-11 01:38:04.675320,67,purchase
2024-08-26 12:14:04.675320,34,login
2024-08-19 22:31:04.675320,90,view
2024-08-14 01:30:04.675320,28,purchase
2024-08-29 07:29:04.675320,87,logout
2024-08-13 11:51:04.675320,43,view
2024-08-28 11:38:04.675320,7,login
2024-09-05 13:01:04.675320,54,logout
2024-08-13 08:40:04.675320,94,purchase
2024-09-04 02:27:04.675320,33,view
2024-09-01 12:50:04.675320,24,purchase
2024-08-16 04:16:04.675320,38,logout
2024-08-16 10:28:04.675320,11,logout
2024-08-30 08:16:04.675320,10,logout
2024-08-11 10:19:04.675320,66,purchase
2024-08-09 06:28:04.675320,65,purchase
2024-08-18 17:28:04.675320,4,view
2024-09-02 16:10:04.675320,26,purchase
2024-09-03 14:01:04.675320,62,view
2024-08-09 11:39:04.675320,77,logout
2024-08-12 16:52:04.675320,68,purchase
2024-08-27 02:40:04.675320,99,login
2024-08-09 11:10:04.675320,92,login
2024-08-20 08:11:04.675320,50,view
2024-08-16 19:17:04.675320,2,logout
2024-08-31 14:35:04.675320,9,login
2024-08-20 22:16:04.675320,98,view
2024-08-25 16:52:04.675320,96,purchase
2024-08-15 21:25:04.675320,30,login
2024-08-30 01:56:04.675320,49,purchase
2024-08-30 10:06:04.675320,61,logout
2024-09-07 03:53:04.675320,78,logout
2024-08-12 08:10:04.675320,79,view
2024-09-05 15:12:04.675320,29,login
2024-08-11 11:45:04.675320,81,logout
2024-09-08 00:30:04.675320,100,logout
2024-09-02 01:05:04.675320,89,view
2024-08-29 20:13:04.675320,46,view
2024-08-26 14:11:04.675320,7,login
2024-08-31 00:54:04.675320,19,login
2024-08-28 19:45:04.675320,57,view
2024-08-31 05:33:04.675320,34,login
2024-08-20 08:55:04.675320,9,logout
2024-08-12 11:51:04.675320,79,view
2024-08-11 14:41:04.675320,19,view
2024-08-23 09:22:04.675320,60,purchase
2024-08-12 11:17:04.675320,40,purchase
2024-09-04 21:01:04.675320,25,purchase
2024-09-06 09:56:04.675320,13,logout
2024-08-13 01:09:04.675320,10,login
2024-09-05 08:13:04.675320,98,view
2024-08-11 06:42:04.675320,50,login
2024-08-23 20:09:04.675320,98,purchase
2024-08-28 16:14:04.675320,51,logout
2024-08-11 11:47:04.675320,89,login
2024-09-04 23:44:04.675320,16,logout
2024-08-16 21:55:04.675320,40,view
2024-09-06 21:09:04.675320,71,login
2024-08-26 18:52:04.675320,62,purchase
2024-08-27 03:14:04.675320,18,logout
2024-08-31 10:05:04.675320,9,view
2024-08-14 23:07:04.675320,66,purchase
2024-08-16 11:16:04.675320,8,view
2024-09-06 06:59:04.675320,21,purchase
2024-08-26 09:25:04.675320,41,login
2024-08-26 16:36:04.675320,73,login
2024-08-14 14:49:04.675320,1,logout
2024-08-23 04:24:04.675320,42,purchase
2024-09-04 08:19:04.675320,3,login
2024-08-23 05:27:04.675320,33,login
2024-09-07 21:04:04.675320,87,login
2024-09-07 05:43:04.675320,11,purchase
2024-08-24 10:55:04.675320,95,logout
2024-08-29 19:38:04.675320,9,login
2024-08-10 17:08:04.675320,22,view
2024-08-15 16:49:04.675320,58,view
2024-08-23 20:39:04.675320,46,login
2024-08-13 23:29:04.675320,68,purchase
2024-08-21 09:38:04.675320,70,login
2024-08-26 18:07:04.675320,28,view
2024-08-25 15:27:04.675320,91,purchase
2024-08-22 07:35:04.675320,13,view
2024-08-11 02:52:04.675320,65,logout
2024-08-17 14:55:04.675320,4,purchase
2024-08-25 18:17:04.675320,62,view
2024-08-12 00:22:04.675320,44,purchase
2024-08-22 00:10:04.675320,97,purchase
2024-08-14 15:40:04.675320,41,login
2024-08-14 15:23:04.675320,21,purchase
2024-08-26 21:33:04.675320,15,login
2024-09-03 15:31:04.675320,25,purchase
2024-08-23 20:42:04.675320,68,view
2024-09-04 10:21:04.675320,33,login
2024-08-12 15:05:04.675320,74,login
2024-09-03 12:29:04.675320,71,login
2024-08-26 21:00:04.675320,68,purchase
2024-08-22 23:30:04.675320,59,purchase
2024-08-23 05:00:04.675320,29,login
2024-08-18 12:36:04.675320,4,login
2024-09-07 14:08:04.675320,80,purchase
2024-08-09 06:35:04.675320,97,login
2024-08-15 11:32:04.675320,39,logout
2024-08-13 09:32:04.675320,93,view
2024-08-26 17:42:04.675320,70,purchase
2024-08-26 10:28:04.675320,2,view
2024-08-30 19:27:04.675320,18,login
2024-09-07 13:20:04.675320,63,purchase
2024-08-20 14:20:04.675320,48,purchase
2024-08-25 03:32:04.675320,9,view
2024-09-05 04:45:04.675320,74,logout
2024-08-26 13:11:04.675320,53,logout
2024-08-29 22:24:04.675320,14,purchase
2024-08-11 10:06:04.675320,42,view
2024-09-07 19:56:04.675320,25,view
2024-09-06 13:26:04.675320,64,logout
2024-09-05 12:03:04.675320,69,logout
2024-08-11 13:53:04.675320,72,login
2024-08-15 07:13:04.675320,70,view
2024-08-31 05:54:04.675320,21,logout
2024-09-05 23:49:04.675320,68,logout
2024-09-07 05:25:04.675320,66,logout
2024-08-30 16:14:04.675320,74,purchase
2024-08-22 19:24:04.675320,91,login
2024-08-24 06:09:04.675320,66,logout
2024-08-13 13:37:04.675320,41,login
2024-08-10 03:12:04.675320,47,logout
2024-09-03 10:10:04.675320,22,login
2024-08-18 16:32:04.675320,77,purchase
2024-08-20 20:26:04.675320,71,view
2024-08-12 20:20:04.675320,33,view
2024-08-28 04:37:04.675320,43,logout
2024-08-11 22:17:04.675320,85,view
2024-08-10 01:16:04.675320,77,purchase
2024-08-10 12:59:04.675320,87,view
2024-08-15 09:16:04.675320,21,logout
2024-09-06 23:02:04.675320,34,login
2024-08-15 08:31:04.675320,33,login
2024-08-23 03:54:04.675320,10,purchase
2024-08-29 08:12:04.675320,60,view
2024-08-15 04:31:04.675320,4,logout
2024-09-03 22:03:04.675320,64,login
2024-09-07 11:36:04.675320,63,purchase
2024-08-11 15:26:04.675320,9,purchase
2024-08-16 18:39:04.675320,29,logout
2024-08-09 16:08:04.675320,14,logout
2024-09-02 07:21:04.675320,88,purchase
2024-08-26 19:04:04.675320,72,login
2024-08-14 06:38:04.675320,13,view
2024-08-29 15:14:04.675320,3,view
2024-08-31 05:47:04.675320,78,logout
2024-08-31 04:24:04.675320,24,login
2024-09-06 21:12:04.675320,60,purchase
2024-08-28 18:27:04.675320,74,login
2024-09-07 22:13:04.675320,80,purchase
2024-08-29 07:35:04.675320,12,view
2024-09-06 11:53:04.675320,10,login
2024-08-13 04:14:04.675320,63,logout
2024-08-28 03:15:04.675320,66,purchase
2024-08-29 09:36:04.675320,91,logout
2024-08-28 12:37:04.675320,12,view
2024-08-16 15:53:04.675320,96,purchase
2024-08-31 15:23:04.675320,49,purchase
2024-08-18 04:05:04.675320,59,view
2024-09-04 21:59:04.675320,76,login
2024-08-11 13:39:04.675320,2,view
2024-08-16 17:20:04.675320,73,login
2024-09-03 21:45:04.675320,26,logout
2024-09-02 19:54:04.675320,31,purchase
2024-09-07 09:27:04.675320,34,purchase
2024-08-28 10:59:04.675320,88,logout
2024-08-13 16:12:04.675320,21,login
2024-08-17 19:39:04.675320,50,view
2024-09-07 16:52:04.675320,9,logout
2024-08-15 23:51:04.675320,65,purchase
2024-09-05 07:16:04.675320,35,view
2024-08-16 06:49:04.675320,31,purchase
2024-08-16 10:34:04.675320,85,view
2024-08-23 09:57:04.675320,38,view
2024-09-04 17:08:04.675320,23,view
2024-08-14 22:41:04.675320,62,purchase
2024-08-31 15:55:04.675320,43,logout
2024-08-25 04:33:04.675320,49,view
2024-09-05 03:10:04.675320,87,purchase
2024-08-11 16:59:04.675320,21,logout
2024-08-11 11:35:04.675320,44,logout
2024-08-12 18:57:04.675320,8,purchase
2024-09-04 20:41:04.675320,66,login
2024-09-01 22:57:04.675320,46,view
2024-09-02 23:26:04.675320,31,view
2024-09-03 05:15:04.675320,13,logout
2024-08-13 16:23:04.675320,70,view
2024-08-27 09:49:04.675320,57,purchase
2024-08-26 19:28:04.675320,22,logout
2024-08-14 08:41:04.675320,70,purchase
2024-08-17 06:51:04.675320,17,login
2024-08-30 08:16:04.675320,44,login
2024-08-26 21:16:04.675320,24,logout
2024-08-09 15:07:04.675320,41,view
2024-08-12 02:41:04.675320,38,view
2024-08-27 00:43:04.675320,49,view
2024-09-07 17:21:04.675320,40,view
2024-08-23 10:27:04.675320,39,view
2024-08-27 23:40:04.675320,44,purchase
